category,subcategory,subcategory_url,name,websites,phones,address,zipcode,emails,description
"Education","Computer and Related Technology Classes","http://philadelphia.pa.networkofcare.org/ps/services/subcategory.aspx?tax=PL-7400.1500&cid=38537","Free Library Hot Spot: Mercy Neighborhood Ministries information provided by: the Pennsylvania Prison Society","http://philadelphia.pa.networkofcare.org/ps/services/agency.aspx?pid=FreeLibraryHotSpotMercyNeighborhoodMinistries_1147_12_0","","1939 W Venango St.  Philadelphia , PA  19140 ","19140","","Free Library Hot Spot: Mercy Neighborhood Ministries information provided by: the Pennsylvania Prison Society Provides free computer access, classes, printing, and all necessary equipment.  "
"Education","Computer and Related Technology Classes","http://philadelphia.pa.networkofcare.org/ps/services/subcategory.aspx?tax=PL-7400.1500&cid=38537","Free Library Hot Spot: Institute for the Development of African-American Youth information provided by: the Pennsylvania Prison Society","http://philadelphia.pa.networkofcare.org/ps/services/agency.aspx?pid=FreeLibraryHotSpotInstitutefortheDevelopmentofAfricanAmericanYouth_1147_12_0","","2221 N Broad St.  Philadelphia , PA  19132 ","19132","","Free Library Hot Spot: Institute for the Development of African-American Youth information provided by: the Pennsylvania Prison Society Provides free computer access, classes, printing, and all necessary equipment.  "
"Education","Computer and Related Technology Classes","http://philadelphia.pa.networkofcare.org/ps/services/subcategory.aspx?tax=PL-7400.1500&cid=38537","Free Library Hot Spot: Heavenly Hall Annex information provided by: the Pennsylvania Prison Society","http://philadelphia.pa.networkofcare.org/ps/services/agency.aspx?pid=FreeLibraryHotSpotHeavenlyHallAnnex_1147_12_0","","4015 Poplar St.  Philadelphia , PA  19104 ","19104","","Free Library Hot Spot: Heavenly Hall Annex information provided by: the Pennsylvania Prison Society Provides free computer access, classes, printing, and all necessary equipment.  "
"Education","Computer and Related Technology Classes","http://philadelphia.pa.networkofcare.org/ps/services/subcategory.aspx?tax=PL-7400.1500&cid=38537","Media Mobilizing Project : SEUI Healthcare PA information provided by: the Pennsylvania Prison Society","http://philadelphia.pa.networkofcare.org/ps/services/agency.aspx?pid=MediaMobilizingProjectSEUIHealthcarePA_1147_12_0,http://www.mediamobilizing.org","(215) 557-9282 ","1706 Race St.   Philadelphia , PA  19103 ","19103","","Media Mobilizing Project : SEUI Healthcare PA information provided by: the Pennsylvania Prison Society Provides free computer access and computer training to the public. Open Access Hours: Mon. 12pm-6pm; Tues/Thurs 1pm-5pm; Sat 10am-1pm "
"Education","Computer and Related Technology Classes","http://philadelphia.pa.networkofcare.org/ps/services/subcategory.aspx?tax=PL-7400.1500&cid=38537","Media Mobilizing Project: Casa Monarca information provided by: the Pennsylvania Prison Society","http://philadelphia.pa.networkofcare.org/ps/services/agency.aspx?pid=MediaMobilizingProjectCasaMonarca_1147_12_0,http://www.mediamobilizing.org","(215) 253-3033 ","1448 S 17th St.  Philadelphia , PA  19146 ","19146","","Media Mobilizing Project: Casa Monarca information provided by: the Pennsylvania Prison Society Provides free computer access and computer training to the public. Services are available in both English and Spanish (open access hours coming soon) "
"Education","Youth Enrichment Programs","http://philadelphia.pa.networkofcare.org/ps/services/subcategory.aspx?tax=PS-9800.9900&cid=38537","Angel Tree information provided by: the Pennsylvania Prison Society","http://philadelphia.pa.networkofcare.org/ps/services/agency.aspx?pid=AngelTree_1147_12_0,http://www.prisonfellowship.org/programs/angel-tree/","(215) 270-0828 ","5241 Cottage St.  Philadelphia , PA  19124 ","19124","","Angel Tree information provided by: the Pennsylvania Prison Society Provides children and family services. "
"Education","Youth Enrichment Programs","http://philadelphia.pa.networkofcare.org/ps/services/subcategory.aspx?tax=PS-9800.9900&cid=38537","CHOICE information provided by: the Pennsylvania Prison Society","http://philadelphia.pa.networkofcare.org/ps/services/agency.aspx?pid=CHOICE_1147_12_0","(215) 985-3356 x 124","1233 Locust St.  Philadelphia , PA  19107 ","19107","info@choice-phila.org  ","CHOICE information provided by: the Pennsylvania Prison Society Provides: children and family services, domestic/sexual violence education, drug/alcohol treatment, education, health information, re-entry services, and reproductive health information. "
"Education","Youth Enrichment Programs","http://philadelphia.pa.networkofcare.org/ps/services/subcategory.aspx?tax=PS-9800.9900&cid=38537","Congresso de Latinos Unidos information provided by: the Pennsylvania Prison Society","http://philadelphia.pa.networkofcare.org/ps/services/agency.aspx?pid=CongresodeLatinosUnidos_1147_12_0,http://www.congreso.net/site/","(215) 763-8870  ","216 W. Somerset St.  Philadelphia , PA  19133 ","19133","","Congresso de Latinos Unidos information provided by: the Pennsylvania Prison Society All inclusive services with emphasis on helping the Latino Community. All services are fully Bilingual(English and Spanish). Call main general number to be transferred to appropriate help. "
"Education","Youth Enrichment Programs","http://philadelphia.pa.networkofcare.org/ps/services/subcategory.aspx?tax=PS-9800.9900&cid=38537","Big Brothers Big Sisters Southeastern Pennsylvania information provided by: the Pennsylvania Prison Society","http://philadelphia.pa.networkofcare.org/ps/services/agency.aspx?pid=BigBrothersBigSistersSoutheasternPennsylvania_1147_12_0,http://www.bbbssepa.org/","(267) 773-4100 ","3937 Chestnut Street, 2nd Floor  Philadelphia , PA  19104 ","19104","Bigs@bbbssepa.org ","Big Brothers Big Sisters Southeastern Pennsylvania information provided by: the Pennsylvania Prison Society Provides children and family services including mentoring for children "
"Education","Youth Enrichment Programs","http://philadelphia.pa.networkofcare.org/ps/services/subcategory.aspx?tax=PS-9800.9900&cid=38537","CORPP, Inc. information provided by: the Pennsylvania Prison Society","http://philadelphia.pa.networkofcare.org/ps/services/agency.aspx?pid=CORPPInc_1147_12_0","(215) 592-8011 ","1217 Sansom St., 7th Fl.  Philadelphia , PA  19107 ","19107","","CORPP, Inc. information provided by: the Pennsylvania Prison Society Provides computer-assisted information processing skills program for income and public assistance receiving youth 17-21 years old. Must have interest in learning Windows operating system, and participants referred must be deemed eligible "
"Education","Youth Enrichment Programs","http://philadelphia.pa.networkofcare.org/ps/services/subcategory.aspx?tax=PS-9800.9900&cid=38537","Girl Scouts of Eastern Pennsylvania information provided by: the Pennsylvania Prison Society","http://philadelphia.pa.networkofcare.org/ps/services/agency.aspx?pid=GirlScoutsofEasternPennsylvania_1147_12_0,http://www.gsep.org/","(215) 564-2030 ext. 1085 ","P.O. Box 27540  Philadelphia , PA  19118 ","27540","","Girl Scouts of Eastern Pennsylvania information provided by: the Pennsylvania Prison Society Girl Scouts of Eastern Pennsylvania (GSEP) is the largest girl-serving organization in Pennsylvania and builds girls of courage, confidence, and character, who make the world a better place. GSEP serves 41,000 girls in partnership with 15,000 volunteers in Berks, Bucks, Carbon, Chester, Delaware, Lehigh, Montgomery, Northampton and Philadelphia counties. Today, 80 percent of women in leadership and executive roles in the U.S. were Girl Scouts. Girl Scout alumnae comprise 70 percent of women in the U.S. Congress. "
"Education","Youth Enrichment Programs","http://philadelphia.pa.networkofcare.org/ps/services/subcategory.aspx?tax=PS-9800.9900&cid=38537","Dynamic Education Systems, Inc. (DESI) information provided by: the Pennsylvania Prison Society","http://philadelphia.pa.networkofcare.org/ps/services/agency.aspx?pid=DynamicEducationSystemsIncDESI_1147_12_0,http://www.exodyne.com/desi_home.php","(215) 985-3650 ","1420 Walnut St., 1st Fl. Rear, Suite 100  Philadelphia , PA  19102 ","19102","","Dynamic Education Systems, Inc. (DESI) information provided by: the Pennsylvania Prison Society Residential programming which offers remedial education, occupational skills training, supportive and job placement services to disadvantage people 16-24 years old. Program participants receive free room and some spending money and incentive bonuses for performance, etc. Hours: 9am-5pm. Program participants receive free room and some spending money and incentive bonuses for performance, etc. Programs/Services Offered 1) Offers remedial education 2) Occupational skills training 3) Supportive and job placement services to disadvantaged people 16-24 years old This Listing was updated by the PA Prison Society. "
"Education","Youth Enrichment Programs","http://philadelphia.pa.networkofcare.org/ps/services/subcategory.aspx?tax=PS-9800.9900&cid=38537","Greater Philadelphia Urban Affairs Coalition information provided by: the Pennsylvania Prison Society","http://philadelphia.pa.networkofcare.org/ps/services/agency.aspx?pid=GreaterPhiladelphiaUrbanAffairsCoalition_1147_12_0,http://www.uac.org","(215) 851-0110 ","1207 Chestnut St., Suite 700  Philadelphia , PA  19107 ","19107","","Greater Philadelphia Urban Affairs Coalition information provided by: the Pennsylvania Prison Society Prepares out of school youth with physical, sensory, and learning disabilities ages 17-30 for employment. Program offers life skills, work based learning and personal growth. "
"Education","Youth Enrichment Programs","http://philadelphia.pa.networkofcare.org/ps/services/subcategory.aspx?tax=PS-9800.9900&cid=38537","John Gloucester House information provided by: the Pennsylvania Prison Society","http://philadelphia.pa.networkofcare.org/ps/services/agency.aspx?pid=JohnGloucesterHouse_1147_12_0,http://www.jghouse.org","(215) 389-5504  ","2147 Manton Street  Philadelphia , PA  19146 ","19146","JGHouse@verizon.net ","John Gloucester House information provided by: the Pennsylvania Prison Society Offers Head Start Program / After School Program. "
"Education","Youth Enrichment Programs","http://philadelphia.pa.networkofcare.org/ps/services/subcategory.aspx?tax=PS-9800.9900&cid=38537","Lighthouse, The information provided by: the Pennsylvania Prison Society","http://philadelphia.pa.networkofcare.org/ps/services/agency.aspx?pid=LighthouseThe_1147_12_0,http://www.federationnc.org/THELIGHTHOUSE","(215) 425-7800  ","152 West Lehigh Avenue  Philadelphia , PA  19133 ","19133","","Lighthouse, The information provided by: the Pennsylvania Prison Society Head Start programs for ages 3-5, afterschool programs. "
